title,tv,year,rating,score_imdb,score_rotten,available_on,show_or_movie
The Naked Kiss,,1964,,7.3,93%,HBO Max,Movie
The Scheme,,2020,,7.0,100%,HBO Max,Movie
Daisies,,1966,,7.4,80%,HBO Max,Movie
Shock Corridor,,1963,,7.4,94%,HBO Max,Movie
American Woman,,2019,18+,6.8,88%,HBO Max,Movie
The Bitter Tears of Petra von Kant,,1972,,7.7,88%,HBO Max,Movie
Mona Lisa,,1986,18+,7.3,97%,HBO Max,Movie
Jane Fonda in Five Acts,,2018,16+,8.0,97%,HBO Max,Movie
Lean On Me,,1989,13+,7.4,69%,HBO Max,Movie
Pépé le Moko,,1937,,7.7,100%,HBO Max,Movie
Game Change,,2012,18+,7.4,68%,HBO Max,Movie
Grey Gardens,,2009,7+,7.4,87%,HBO Max,Movie
Show Me a Hero,TV,2015,18+,8.1,96%,HBO Max,TV
Flirting with Disaster,,1996,18+,6.7,87%,HBO Max,Movie
A Day in the Country,,1946,,7.6,100%,HBO Max,Movie
Faces,,1968,13+,7.7,83%,HBO Max,Movie
A Patch of Blue,,1965,,8.0,89%,HBO Max,Movie
The Inventor: Out for Blood in Silicon Valley,,2019,16+,7.1,78%,HBO Max,Movie
Your Lie in April,TV,2014,7+,8.6,,HBO Max,TV
Salesman,,1969,all,7.8,100%,HBO Max,Movie
Life,,1999,18+,6.8,50%,HBO Max,Movie
Hobson's Choice,,1954,,7.7,90%,HBO Max,Movie
RUN,TV,2020,18+,6.3,82%,HBO Max,TV
The Witches of Eastwick,,1987,18+,6.5,76%,HBO Max,Movie
Late Autumn,,1960,,8.1,100%,HBO Max,Movie
The Naked City,,1948,,7.6,86%,HBO Max,Movie
Woman of the Year,,1942,,7.2,92%,HBO Max,Movie
Tie Me Up! Tie Me Down!,,1989,18+,7.0,69%,HBO Max,Movie
Tolkien,,2019,13+,6.8,50%,HBO Max,Movie
The Last Metro,,1980,7+,7.4,86%,HBO Max,Movie
Search Party,TV,2016,7+,7.5,98%,HBO Max,TV
Too Big to Fail,,2011,18+,7.3,74%,HBO Max,Movie
Sisters,,1973,18+,6.9,86%,HBO Max,Movie
Becoming Jane,,2007,7+,7.1,58%,HBO Max,Movie
Pet Sematary,,1989,18+,6.6,51%,HBO Max,Movie
Pearl Harbor,,2001,13+,6.2,24%,HBO Max,Movie
The Amazing World of Gumball,TV,2011,7+,8.2,,HBO Max,TV
How the West Was Won,,1962,all,7.1,86%,HBO Max,Movie
The Brood,,1979,18+,6.8,81%,HBO Max,Movie
The Young Pope,TV,2016,7+,8.4,,HBO Max,TV
X-Men: Dark Phoenix,,2019,13+,5.8,23%,HBO Max,Movie
Set It Off,,1996,18+,6.9,67%,HBO Max,Movie
Footlight Parade,,1933,all,7.6,100%,HBO Max,Movie
The Closer,TV,2005,16+,7.6,82%,HBO Max,TV
The Price of Everything,,2018,16+,7.2,92%,HBO Max,Movie
Heaven Can Wait,,1978,7+,6.9,89%,HBO Max,Movie
Love Jones,,1997,18+,7.5,73%,HBO Max,Movie
The Larry Sanders Show,TV,1992,18+,8.4,100%,HBO Max,TV
In Her Shoes,,2005,13+,6.4,75%,HBO Max,Movie
The Nun's Story,,1959,,7.6,94%,HBO Max,Movie
"Batman: The Dark Knight Returns, Part 2",,2013,13+,8.4,,HBO Max,Movie
The Lodger: A Story of the London Fog,,1927,,7.3,96%,HBO Max,Movie
Due Date,,2010,18+,6.5,40%,HBO Max,Movie
The Wizard of Lies,,2017,18+,6.8,74%,HBO Max,Movie
Affliction,,1997,18+,7.0,88%,HBO Max,Movie
Longford,,2006,18+,7.6,100%,HBO Max,Movie
Hearts and Minds,,1974,18+,8.2,89%,HBO Max,Movie
Of Mice and Men,,1939,7+,7.9,100%,HBO Max,Movie
Selena,,1997,7+,6.7,65%,HBO Max,Movie
Sesame Street,TV,1969,all,8.1,,HBO Max,TV
All of Me,,1984,7+,6.6,88%,HBO Max,Movie
Pygmalion,,1939,,7.8,94%,HBO Max,Movie
Enemy Mine,,1985,13+,6.9,61%,HBO Max,Movie
Hunter Killer,,2018,18+,6.6,36%,HBO Max,Movie
Shall We Dance,,1937,,7.5,89%,HBO Max,Movie
The Kid Who Would Be King,,2019,7+,6.0,89%,HBO Max,Movie
The Gathering Storm,,2002,all,7.5,83%,HBO Max,Movie
A Brief History of Time,,1991,all,7.3,94%,HBO Max,Movie
Carnivàle,TV,2003,18+,8.4,,HBO Max,TV
Gremlins 2: The New Batch,,1990,13+,6.4,69%,HBO Max,Movie
Ben 10,TV,2005,7+,7.2,,HBO Max,TV
King in the Wilderness,,2018,16+,7.9,100%,HBO Max,Movie
Starter for 10,,2006,13+,6.7,90%,HBO Max,Movie
Indignation,,2016,18+,6.7,81%,HBO Max,Movie
Brexit: The Uncivil War,,2019,16+,7.0,79%,HBO Max,Movie
The Tuskegee Airmen,,1995,13+,7.1,88%,HBO Max,Movie
Lola,,1981,18+,7.5,100%,HBO Max,Movie
Juliet of the Spirits,,1965,,7.6,79%,HBO Max,Movie
Journey to Italy,,1954,,7.4,95%,HBO Max,Movie
Mrs. Fletcher,TV,2019,18+,7.0,84%,HBO Max,TV
What Women Want,,2000,13+,6.4,54%,HBO Max,Movie
Recount,,2008,18+,7.4,78%,HBO Max,Movie
Miss Pettigrew Lives for a Day,,2008,13+,7.1,78%,HBO Max,Movie
Grandma's Boy,,2006,18+,7.0,16%,HBO Max,Movie
El Norte,,1983,18+,7.7,86%,HBO Max,Movie
Dexter's Laboratory,TV,1996,all,7.9,,HBO Max,TV
Pride and Prejudice,,1940,,7.4,100%,HBO Max,Movie
Valentine Road,,2013,16+,7.1,91%,HBO Max,Movie
Can't Buy Me Love,,1987,13+,6.8,48%,HBO Max,Movie
Batman: Gotham Knight,,2008,13+,6.8,86%,HBO Max,Movie
Vinyl,TV,2016,18+,7.8,74%,HBO Max,TV
The New Pope,TV,2020,18+,8.2,90%,HBO Max,TV
Final Destination 2,,2003,18+,6.2,48%,HBO Max,Movie
The Cold Blue,,2018,7+,7.5,100%,HBO Max,Movie
The Heiresses,,2018,,6.7,97%,HBO Max,Movie
Frantic,,1988,18+,6.9,76%,HBO Max,Movie
Fox and His Friends,,1975,,7.7,84%,HBO Max,Movie
Running on Empty,,1988,13+,7.7,85%,HBO Max,Movie
New Nightmare,,1994,18+,6.4,80%,HBO Max,Movie
Speedy,,1928,7+,7.7,100%,HBO Max,Movie
Dick Tracy,,1990,7+,6.1,62%,HBO Max,Movie
"3 ½ Minutes, 10 Bullets",,2015,18+,7.2,100%,HBO Max,Movie
Stakeout,,1987,18+,6.6,88%,HBO Max,Movie
Aqua Teen Hunger Force,TV,2000,16+,7.6,,HBO Max,TV
Intolerable Cruelty,,2003,13+,6.2,75%,HBO Max,Movie
El Angel,,2018,,7.0,75%,HBO Max,Movie
Which Way Home,,2009,,7.8,100%,HBO Max,Movie
Glass,,2019,13+,6.7,37%,HBO Max,Movie
Sawdust and Tinsel,,1953,,7.6,100%,HBO Max,Movie
Lord of the Flies,,1963,13+,6.9,91%,HBO Max,Movie
Whitechapel,TV,2009,7+,7.9,75%,HBO Max,TV
Big Love,TV,2006,18+,7.6,80%,HBO Max,TV
Brute Force,,1947,,7.6,91%,HBO Max,Movie
The War Room,,1993,7+,7.3,95%,HBO Max,Movie
Hostel,,2006,18+,5.9,61%,HBO Max,Movie
The Laramie Project,,2002,16+,7.1,92%,HBO Max,Movie
My Dinner with Hervé,,2018,18+,7.0,83%,HBO Max,Movie
Mikey and Nicky,,1976,18+,7.4,85%,HBO Max,Movie
Avenue 5,TV,2020,18+,6.4,66%,HBO Max,TV
We Are Marshall,,2006,7+,7.1,49%,HBO Max,Movie
My Neighbors the Yamadas,,1999,7+,7.2,78%,HBO Max,Movie
Kiki's Delivery Service,,1989,all,7.8,,HBO Max,Movie
The Meg,,2018,13+,5.7,46%,HBO Max,Movie
Space Cowboys,,2000,13+,6.4,78%,HBO Max,Movie
The Merchant of Venice,,2004,18+,7.0,71%,HBO Max,Movie
I Married a Witch,,1942,,7.2,95%,HBO Max,Movie
The Pelican Brief,,1993,13+,6.6,53%,HBO Max,Movie
The Ruling Class,,1972,7+,7.5,83%,HBO Max,Movie
Crashing,TV,2017,18+,7.5,90%,HBO Max,TV
Togetherness,TV,2015,18+,7.5,90%,HBO Max,TV
Henry V,,1944,,7.1,100%,HBO Max,Movie
The Case Against 8,,2014,16+,7.3,90%,HBO Max,Movie
Sweet Dreams,,1985,13+,7.1,90%,HBO Max,Movie
Bicentennial Man,,1999,7+,6.9,36%,HBO Max,Movie
Summertime,,1955,,7.2,88%,HBO Max,Movie
A Taste of Honey,,1961,,7.5,89%,HBO Max,Movie
Young and Innocent,,1937,,6.9,100%,HBO Max,Movie
Cowboys & Aliens,,2011,13+,6.0,44%,HBO Max,Movie
Frankie and Johnny,,1991,18+,6.8,66%,HBO Max,Movie
Anthony Bourdain: Parts Unknown,TV,2013,7+,8.8,,HBO Max,TV
Impractical Jokers,TV,2011,16+,8.5,,HBO Max,TV
Ma,,2019,18+,5.6,55%,HBO Max,Movie
Rocket Science,,2007,18+,6.6,84%,HBO Max,Movie
The Time Traveler's Wife,,2009,13+,7.1,39%,HBO Max,Movie
Tokyo Olympiad,,1965,,7.8,100%,HBO Max,Movie
Elvis: That's the Way It Is,,1970,7+,8.1,89%,HBO Max,Movie
Proof,,2005,13+,6.7,63%,HBO Max,Movie
Ulee's Gold,,1997,18+,7.0,94%,HBO Max,Movie
Patch Adams,,1998,13+,6.8,22%,HBO Max,Movie
The Song Remains the Same,,1976,7+,7.7,77%,HBO Max,Movie
Enlightened,TV,2011,18+,7.5,87%,HBO Max,TV
My Dog Skip,,2000,7+,7.0,73%,HBO Max,Movie
Thin,,2006,13+,7.4,100%,HBO Max,Movie
La Ciénaga,,2001,18+,7.1,88%,HBO Max,Movie
Hackers,,1995,13+,6.3,33%,HBO Max,Movie
The Four Feathers,,1939,,7.5,100%,HBO Max,Movie
Spanglish,,2004,13+,6.4,53%,HBO Max,Movie
Sgt. Stubby: An American Hero,,2018,7+,6.8,89%,HBO Max,Movie
Jane Eyre,TV,2006,7+,8.3,,HBO Max,TV
Hung,TV,2009,18+,7.1,71%,HBO Max,TV
Ghosts of Abu Ghraib,,2007,18+,7.8,100%,HBO Max,Movie
Legend of the Guardians: The Owls of Ga'Hoole,,2010,7+,6.9,51%,HBO Max,Movie
The Lovely Bones,,2009,13+,6.7,31%,HBO Max,Movie
Mothra vs. Godzilla,,1964,,6.5,92%,HBO Max,Movie
Taking Chance,,2009,,7.4,57%,HBO Max,Movie
This Means War,,2012,13+,6.3,26%,HBO Max,Movie
The Loneliness of the Long Distance Runner,,1962,,7.6,73%,HBO Max,Movie
Torchwood,TV,2006,18+,7.7,,HBO Max,TV
The Last Wave,,1977,7+,7.1,81%,HBO Max,Movie
Multiple Maniacs,,1970,,6.7,100%,HBO Max,Movie
Cries from Syria,,2017,18+,8.1,100%,HBO Max,Movie
Rock 'n' Roll High School,,1979,7+,6.7,81%,HBO Max,Movie
Transformers: Revenge of the Fallen,,2009,13+,6.0,20%,HBO Max,Movie
The Family Stone,,2005,13+,6.3,53%,HBO Max,Movie
Everything Is Copy,,2015,16+,7.5,100%,HBO Max,Movie
The Loving Story,,2011,,7.5,100%,HBO Max,Movie
The Shooting,,1966,all,6.6,100%,HBO Max,Movie
I Am Evidence,,2017,18+,7.6,100%,HBO Max,Movie
An Ideal Husband,,1999,13+,6.8,85%,HBO Max,Movie
After Truth: Disinformation and the Cost of Fake News,,2020,18+,6.9,100%,HBO Max,Movie
The Private Life of Henry VIII,,1933,,7.1,100%,HBO Max,Movie
The Confirmation,,2016,13+,6.4,91%,HBO Max,Movie
Ella Enchanted,,2004,7+,6.3,50%,HBO Max,Movie
Blast from the Past,,1999,13+,6.6,57%,HBO Max,Movie
The River,,1951,,7.5,91%,HBO Max,Movie
Devil,,2010,13+,6.2,51%,HBO Max,Movie
Bessie,,2015,18+,6.6,90%,HBO Max,Movie
Richard III,,1955,,7.4,84%,HBO Max,Movie
Shadows,TV,2014,18+,8.8,,HBO Max,TV
Legendary,TV,2020,,6.4,92%,HBO Max,TV
Mapplethorpe: Look at the Pictures,,2016,18+,7.5,97%,HBO Max,Movie
Our Boys,TV,2019,18+,7.4,93%,HBO Max,TV
Olive Kitteridge,TV,2014,18+,8.3,95%,HBO Max,TV
Ben 10: Ultimate Alien,TV,2010,7+,7.5,,HBO Max,TV
Senso,,1954,,7.5,86%,HBO Max,Movie
Banksy Does New York,,2014,,7.3,100%,HBO Max,Movie
King Arthur,,2004,13+,6.3,31%,HBO Max,Movie
Irma Vep,,1996,,7.0,92%,HBO Max,Movie
The Hobbit,,1977,7+,6.8,69%,HBO Max,Movie
Eating Raoul,,1982,18+,6.8,86%,HBO Max,Movie
Final Destination 3,,2006,18+,5.8,43%,HBO Max,Movie
Galveston,,2018,,6.2,73%,HBO Max,Movie
Love Life,TV,2020,18+,7.2,59%,HBO Max,TV
Six by Sondheim,,2013,,7.9,100%,HBO Max,Movie
Wimbledon,,2004,13+,6.3,61%,HBO Max,Movie
Metalocalypse,TV,2006,18+,8.2,,HBO Max,TV
Far and Away,,1992,13+,6.6,47%,HBO Max,Movie
Craig of the Creek,TV,2018,7+,7.3,100%,HBO Max,TV
Last Holiday,,2006,13+,6.4,56%,HBO Max,Movie
Men of a Certain Age,TV,2009,18+,8.0,94%,HBO Max,TV
Jim: The James Foley Story,,2016,18+,7.7,91%,HBO Max,Movie
Look Back in Anger,,1959,7+,7.0,92%,HBO Max,Movie
For Love of the Game,,1999,13+,6.6,45%,HBO Max,Movie
Eagle Eye,,2008,13+,6.6,26%,HBO Max,Movie
Into the Arms of Strangers: Stories of the Kindertransport,,2000,13+,7.7,91%,HBO Max,Movie
The Losers,,2010,13+,6.3,48%,HBO Max,Movie
The Long Voyage Home,,1940,,7.0,100%,HBO Max,Movie
Ben 10: Alien Force,TV,2008,7+,7.1,,HBO Max,TV
Save the Last Dance,,2001,13+,6.2,52%,HBO Max,Movie
David Bowie: The Last Five Years,,2017,16+,7.5,88%,HBO Max,Movie
Batwoman,TV,2019,16+,3.6,79%,HBO Max,TV
Twist of Faith,,2005,18+,7.2,100%,HBO Max,Movie
Kill la Kill,TV,2013,18+,7.9,,HBO Max,TV
The American,,2010,18+,6.3,65%,HBO Max,Movie
How to Make It in America,TV,2010,18+,7.9,66%,HBO Max,TV
The Secret of My Success,,1987,13+,6.5,57%,HBO Max,Movie
Real Women Have Curves,,2002,13+,6.8,84%,HBO Max,Movie
KonoSuba – God’s blessing on this wonderful world!!,TV,2016,16+,7.8,,HBO Max,TV
The Mighty Ducks,,1992,7+,6.5,23%,HBO Max,Movie
Natalie Wood: What Remains Behind,,2020,7+,7.2,79%,HBO Max,Movie
Broken Arrow,,1996,18+,6.0,53%,HBO Max,Movie
Ice on Fire,,2019,7+,7.4,90%,HBO Max,Movie
We Bare Bears,TV,2015,7+,7.9,,HBO Max,TV
The Replacements,,2000,13+,6.6,41%,HBO Max,Movie
War of the Worlds,,2005,13+,6.5,,HBO Max,Movie
Cellular,,2004,13+,6.5,55%,HBO Max,Movie
Scener ur ett äktenskap,,1973,7+,8.4,89%,HBO Max,Movie
The Postman Always Rings Twice,,1981,18+,6.6,79%,HBO Max,Movie
Yuli,,2018,,7.0,96%,HBO Max,Movie
Exodus,,1960,,6.7,63%,HBO Max,Movie
The Comeback,TV,2005,18+,8.0,72%,HBO Max,TV
Teeth,,2008,18+,5.4,80%,HBO Max,Movie
Frequently Asked Questions About Time Travel,,2009,13+,7.1,38%,HBO Max,Movie
The Flintstones,TV,1960,all,7.5,,HBO Max,TV
That Hamilton Woman,,1941,,7.2,100%,HBO Max,Movie
Twins,,1988,7+,6.1,44%,HBO Max,Movie
Tom Jones,,1963,,6.5,86%,HBO Max,Movie
The Jungle Book,,1994,7+,6.0,79%,HBO Max,Movie
Petra,,2018,18+,6.7,94%,HBO Max,Movie
Seance on a Wet Afternoon,,1964,,7.6,76%,HBO Max,Movie
2 or 3 Things I Know About Her,,1967,,6.8,94%,HBO Max,Movie
Atlanta's Missing and Murdered: The Lost Children,TV,2020,18+,7.2,94%,HBO Max,TV
Looney Tunes Cartoons,TV,2020,7+,8.4,88%,HBO Max,TV
Miss Bala,,2011,18+,6.5,87%,HBO Max,Movie
Breslin and Hamill: Deadline Artists,,2018,7+,8.0,100%,HBO Max,Movie
Speed Racer,,2008,7+,6.0,40%,HBO Max,Movie
Johnny English,,2003,7+,6.2,33%,HBO Max,Movie
A Perfect Murder,,1998,18+,6.5,56%,HBO Max,Movie
MADtv,TV,1995,16+,7.2,,HBO Max,TV
Real Time with Bill Maher,TV,2003,18+,7.4,,HBO Max,TV
One Fine Day,,1996,7+,6.5,50%,HBO Max,Movie
Fat Girl,,2001,,6.5,74%,HBO Max,Movie
Heart and Souls,,1993,13+,7.0,55%,HBO Max,Movie
The Little Rascals,,1994,7+,6.3,23%,HBO Max,Movie
Major Crimes,TV,2012,16+,7.7,,HBO Max,TV
Mona Lisa Smile,,2003,13+,6.5,34%,HBO Max,Movie
The Brink,TV,2015,18+,7.8,55%,HBO Max,TV
An Unexpected Love,,2018,16+,6.8,88%,HBO Max,Movie
Practical Magic,,1998,13+,6.3,22%,HBO Max,Movie
Life's Too Short,TV,2011,16+,7.5,53%,HBO Max,TV
Her Smell,,2018,18+,6.2,83%,HBO Max,Movie
Batman: The Killing Joke,,2016,18+,6.4,40%,HBO Max,Movie
Beforeigners,TV,2019,,7.9,,HBO Max,TV
Jaws 2,,1978,7+,5.8,60%,HBO Max,Movie
Spawn,TV,1997,18+,8.1,,HBO Max,TV
Our Man Flint,,1966,,6.5,79%,HBO Max,Movie
Edge of Darkness,,2010,18+,6.6,56%,HBO Max,Movie
"Godzilla, King of the Monsters!",,1956,,6.5,83%,HBO Max,Movie
Rock Star,,2001,18+,6.3,53%,HBO Max,Movie
John Tucker Must Die,,2006,13+,5.8,28%,HBO Max,Movie
The Honeymoon Killers,,1970,18+,7.0,95%,HBO Max,Movie
Green Lantern,,2011,13+,5.5,26%,HBO Max,Movie
Two Weeks Notice,,2002,13+,6.1,42%,HBO Max,Movie
In a Valley of Violence,,2016,18+,6.0,76%,HBO Max,Movie
Johnny English Strikes Again,,2018,7+,6.2,37%,HBO Max,Movie
The Hunger,,1983,18+,6.7,52%,HBO Max,Movie
The Scarlet Pimpernel,,1934,,7.4,89%,HBO Max,Movie
The Lost Honor of Katharina Blum,,1975,18+,7.4,83%,HBO Max,Movie
Arizona,,2018,18+,5.7,42%,HBO Max,Movie
Lola Montès,,1955,,7.3,82%,HBO Max,Movie
At Home with Amy Sedaris,TV,2017,18+,7.6,100%,HBO Max,TV
Bedazzled,,2000,13+,6.0,49%,HBO Max,Movie
The Lady Vanishes,,1938,,7.8,,HBO Max,Movie
Walking and Talking,,1996,18+,6.7,88%,HBO Max,Movie
Destroy All Monsters,,1968,all,6.5,75%,HBO Max,Movie
The Special Relationship,,2010,16+,6.7,86%,HBO Max,Movie
Deep Blue Sea,,1999,18+,5.9,60%,HBO Max,Movie
The Blob,,1958,,6.4,66%,HBO Max,Movie
Pat and Mike,,1952,,7.0,90%,HBO Max,Movie
Mr. Popper's Penguins,,2011,7+,6.0,48%,HBO Max,Movie
The Night Porter,,1974,18+,6.7,67%,HBO Max,Movie
Van Helsing,,2004,13+,6.1,,HBO Max,Movie
Ricochet,,1991,18+,6.2,72%,HBO Max,Movie
Beware the Slenderman,,2016,16+,6.2,83%,HBO Max,Movie
Stromboli,,1950,,7.3,71%,HBO Max,Movie
Greenberg,,2010,18+,6.1,76%,HBO Max,Movie
The Jetsons,TV,1962,7+,7.0,,HBO Max,TV
Happy Feet Two,,2011,7+,5.9,45%,HBO Max,Movie
Scott & Bailey,TV,2011,7+,8.0,,HBO Max,TV
Hummingbird,,2013,18+,6.2,49%,HBO Max,Movie
Infamous,,2006,18+,7.0,73%,HBO Max,Movie
Wise Blood,,1980,7+,7.1,86%,HBO Max,Movie
The Honourable Woman,TV,2014,18+,8.1,,HBO Max,TV
Class Divide,,2016,7+,7.3,100%,HBO Max,Movie
A Woman of Paris: A Drama of Fate,,1923,,7.0,92%,HBO Max,Movie
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,,1991,7+,6.0,35%,HBO Max,Movie
The World Between Us,TV,2019,,9.2,,HBO Max,TV
Unfriended,,2015,18+,5.5,62%,HBO Max,Movie
Harsh Times,,2005,18+,6.9,48%,HBO Max,Movie
Sweetie,,1989,18+,6.8,88%,HBO Max,Movie
The Indian in the Cupboard,,1995,7+,6.0,73%,HBO Max,Movie
Atomic Homefront,,2017,,7.4,100%,HBO Max,Movie
The Sentence,,2018,7+,6.7,90%,HBO Max,Movie
Mr. Arkadin,,1955,7+,7.3,77%,HBO Max,Movie
The Daytrippers,,1996,18+,6.9,73%,HBO Max,Movie
Little Boy,,2015,13+,7.4,24%,HBO Max,Movie
Nancy Drew,TV,2019,16+,6.0,53%,HBO Max,TV
Foster's Home for Imaginary Friends,TV,2004,7+,7.6,,HBO Max,TV
Unlawful Entry,,1992,18+,6.3,73%,HBO Max,Movie
"If You're Not In The Obit, Eat Breakfast",,2017,13+,7.5,100%,HBO Max,Movie
The Russia House,,1990,18+,6.1,76%,HBO Max,Movie
Tell Me You Love Me,TV,2007,18+,7.3,62%,HBO Max,TV
Imaginary Heroes,,2004,18+,7.2,35%,HBO Max,Movie
The Testament of Sister New Devil,TV,2015,18+,6.7,,HBO Max,TV
The Sisterhood of the Traveling Pants 2,,2008,13+,6.2,65%,HBO Max,Movie
Freddy vs. Jason,,2003,18+,5.7,41%,HBO Max,Movie
Accused,,2018,18+,6.0,92%,HBO Max,Movie
Bastille Day,,2016,18+,6.3,48%,HBO Max,Movie
Adam Ruins Everything,TV,2015,16+,8.0,,HBO Max,TV
U.S. Marshals,,1998,13+,6.6,26%,HBO Max,Movie
Astro Boy,,2009,7+,6.3,50%,HBO Max,Movie
Lifeforce,,1985,18+,6.1,60%,HBO Max,Movie
Snatchers,,2019,18+,5.6,100%,HBO Max,Movie
The Powerpuff Girls,TV,1998,7+,7.2,,HBO Max,TV
First Cousin Once Removed,,2012,,7.6,100%,HBO Max,Movie
Golden Life,TV,2015,18+,8.8,,HBO Max,TV
Diego Maradona,,2019,16+,7.7,89%,HBO Max,Movie
Scary Movie 3,,2003,18+,5.5,35%,HBO Max,Movie
Aquamarine,,2006,7+,5.3,51%,HBO Max,Movie
Tacoma FD,TV,2019,16+,8.0,,HBO Max,TV
Wattstax,,1973,18+,7.7,86%,HBO Max,Movie
TMNT,,2007,7+,6.2,35%,HBO Max,Movie
Looney Tunes: Back in Action,,2003,7+,5.7,56%,HBO Max,Movie
Betty,TV,2020,18+,6.0,96%,HBO Max,TV
Flicka,,2006,7+,6.1,53%,HBO Max,Movie
Pure Country,,1992,7+,7.0,41%,HBO Max,Movie
A King in New York,,1957,all,7.1,80%,HBO Max,Movie
Planet of the Apes,,2001,13+,5.7,44%,HBO Max,Movie
I'm Alan Partridge,TV,1997,18+,8.5,,HBO Max,TV
Hello Ladies,TV,2013,18+,7.4,52%,HBO Max,TV
Family Tree,TV,2013,18+,7.4,81%,HBO Max,TV
My Brilliant Career,,1979,all,7.1,84%,HBO Max,Movie
O.G.,,2018,18+,6.2,89%,HBO Max,Movie
Along Came Polly,,2004,13+,6.0,26%,HBO Max,Movie
The Apollo,,2019,7+,6.3,95%,HBO Max,Movie
Parade's End,TV,2012,18+,7.6,,HBO Max,TV
Getting On,TV,2013,18+,7.7,92%,HBO Max,TV
The Fades,TV,2011,18+,7.8,,HBO Max,TV
Unfriended: Dark Web,,2018,18+,5.9,60%,HBO Max,Movie
Something the Lord Made,,2004,7+,8.2,,HBO Max,Movie
Regarding Henry,,1991,13+,6.7,41%,HBO Max,Movie
Icebox,,2018,16+,5.8,100%,HBO Max,Movie
The Looney Tunes Show,TV,2011,7+,7.2,,HBO Max,TV
Green Card,,1990,13+,6.2,60%,HBO Max,Movie
Blithe Spirit,,1945,,7.1,77%,HBO Max,Movie
Los Espookys,TV,2019,18+,7.4,100%,HBO Max,TV
AVP: Alien vs. Predator,,2004,13+,5.6,21%,HBO Max,Movie
Bungo Stray Dogs,TV,2016,18+,7.6,,HBO Max,TV
Game of Thrones: The Last Watch,,2019,18+,7.2,100%,HBO Max,Movie
Coyote Lake,,2019,18+,5.0,83%,HBO Max,Movie
Little Giants,,1994,7+,6.4,36%,HBO Max,Movie
Baltimore Rising,,2017,18+,6.2,100%,HBO Max,Movie
Clash of the Titans,,2010,13+,5.8,27%,HBO Max,Movie
DCI Banks,TV,2011,18+,7.6,,HBO Max,TV
Jersey Girl,,2004,13+,6.2,42%,HBO Max,Movie
Querelle,,1982,18+,6.8,58%,HBO Max,Movie
The Hot Chick,,2002,13+,5.5,22%,HBO Max,Movie
Cat People,,1982,18+,6.2,61%,HBO Max,Movie
Thought Crimes,,2015,18+,6.4,89%,HBO Max,Movie
Child's Play 2,,1990,18+,5.8,44%,HBO Max,Movie
Batman Forever,,1995,13+,5.4,39%,HBO Max,Movie
No Reservations,,2007,7+,6.3,42%,HBO Max,Movie
Nancy Drew and the Hidden Staircase,,2019,7+,5.7,67%,HBO Max,Movie
The Pacifier,,2005,7+,5.6,21%,HBO Max,Movie
Josie and the Pussycats,,2001,13+,5.4,53%,HBO Max,Movie
The Kitchen,,2019,13+,5.4,24%,HBO Max,Movie
A Boy Called Sailboat,,2018,,6.7,80%,HBO Max,Movie
Two English Girls,,1971,,7.4,86%,HBO Max,Movie
Divorce,TV,2016,16+,6.8,77%,HBO Max,TV
Smithereens,,1982,18+,6.8,100%,HBO Max,Movie
Intermezzo: A Love Story,,1939,,6.7,100%,HBO Max,Movie
Against the Wall,,1994,18+,6.7,67%,HBO Max,Movie
The Great Gilly Hopkins,,2015,7+,6.5,65%,HBO Max,Movie
Jonny Quest,TV,1964,7+,7.8,,HBO Max,TV
Gamer,,2009,18+,5.8,30%,HBO Max,Movie
Eraser,,1996,18+,6.1,37%,HBO Max,Movie
Teen Witch,,1989,13+,6.1,44%,HBO Max,Movie
Stuart: A Life Backwards,,2007,18+,7.9,,HBO Max,Movie
Well Groomed,,2019,all,6.3,94%,HBO Max,Movie
The Dead Pool,,1988,18+,6.3,57%,HBO Max,Movie
Babe: Pig in the City,,1998,all,5.7,65%,HBO Max,Movie
...And God Created Woman,,1956,7+,6.3,75%,HBO Max,Movie
Clear History,,2013,18+,6.5,61%,HBO Max,Movie
Scooby-Doo,,2002,7+,5.1,30%,HBO Max,Movie
Hellboy,,2019,18+,5.2,17%,HBO Max,Movie
Glee: The Concert Movie,,2011,7+,5.4,60%,HBO Max,Movie
Godzilla vs. Mechagodzilla,,1974,all,6.4,71%,HBO Max,Movie
Failure to Launch,,2006,13+,5.6,24%,HBO Max,Movie
Animals.,TV,2016,18+,7.2,84%,HBO Max,TV
Room 104,TV,2017,18+,6.1,88%,HBO Max,TV
Tales from Earthsea,,2006,13+,6.5,43%,HBO Max,Movie
They Came Together,,2014,18+,5.5,68%,HBO Max,Movie
Wild Hogs,,2007,13+,5.8,14%,HBO Max,Movie
Freeheld,,2015,13+,6.6,49%,HBO Max,Movie
Piranha,,1978,18+,5.9,72%,HBO Max,Movie
CB4,,1993,18+,6.3,55%,HBO Max,Movie
Gold Diggers of 1935,,1935,all,6.9,100%,HBO Max,Movie
Hall Pass,,2011,18+,5.8,33%,HBO Max,Movie
Critters,,1986,13+,6.1,55%,HBO Max,Movie
The Ringer,,2005,13+,5.8,40%,HBO Max,Movie
Osaka Elegy,,1936,,7.2,100%,HBO Max,Movie
Jubilee,,1978,,6.1,100%,HBO Max,Movie
